*а:	a, и, же, но, как только, чтобы, напротив, да;
*bezočь:	слепо;
*bezočьjь:	безглазый, слепой, незрячий;
*bezočьnъ(jь):	бесстыдный, бессовестный, наглый, нахальный, безобразный, дерзкий, распущенный, безглазый, слепой, незрячий, безочный, безокий, темный;
*bezokъ(jь):	безглазый, слепой, нахальный, одноглазый, кривой;
*bezotьnъjь:	безотный, сирота у которого нет отца, не имеющий отца, сиротский, ребенок лишившийся отца;
*bezǫsъjь:	безусый, у кого нет усов, не имеющий усов;
*bezpalъjь:	беспалый, у кого нет одного или более пальцев;
*bezpamętьnъ(jь):	беспамятный, безумный, неразумный, лишенный памяти, безрассудный, у кого слабая память, забывчивый, непомнящий, имеющий слабую память, забывчивый, находящийся в беспамятстве;
*bezpečьnъjь:	беззаботный, безопасный, бесстрашный, уверенный, надежный, обеспеченный, гарантированный, беспечный;
*bezpers(t)mene/*bez pers(t)mene:	беспрестанно;
*bezperstani/*bez perstani:	беспрестанно, непрерывно;
*bezperъjь:	бесперый, лишенный перьев, не имеющий перьев, неоперившийся, беспёрый, на ком или на чем нет перьев, рыба без перьев, без плавников;
*bezplemenьnъjь:	бессемейный, безродный, бездетный, одинокий, бесплеменный, у кого ни рода ни племени, без племени, беспотомственный;
*bezplodъjь:	бесплодный;
*bezplodьnъ(jь):	бесплодный, яловый, бездетный, не знающий плода, неплодный, неплодородный;
*bezpǫta:	бездорожье;
*bezpǫtica:	беспутица, бездорожье, непроходимая местность, бездорожица, распутица или иная порча дороги;
*bezpǫtъ:	бездорожье;
*bezpǫtьje:	бездорожье, непроходимая местность, беспутье, бездорожица, распутица или иная порча дороги, беспутица;
*bezpǫtьnъ(jь):	бездорожный, непроезжий, непроходимый, беспутный, в ком или в чем нет пути (толку, проку, пользы), теплая (про зиму, когда зимний путь не устаналивается);
*bezprĕmъ(jь):	чрезмерный, несносный, строптивый;
*bezprokъjь:	беспрокий, в ком в чем нет прока, негодный, беспутный, неспособный, неумелый, беспомощный в работе, неуклюжий, неловкий, бессильный, немощный;
*bezpьrstъjь:	беспалый, без пальцев, беспёрстый;
*bezpьrstьnъjь:	беспалый;
*bezrędъ:	B(i)ezrzad (имя);
*bezrodьnъ(jь):	незнатный, неблагородный, бесплодный, неплодородный, безродный, осиротевший, не имеющий родителей, бездетный, одинокий, у кого нет родителей (близкого родства), сирота, сирый, бесплеменный, незаконнорожденный;
*bezrogъ(jь):	безрогий, комолый, не имеющий рогов;
*bezrožьnъ:	безрогий;
*bezrǫčьnъjь:	безрукий;
*bezrǫkъ(jь):	безрукий, однорукий, лишившийся (лишенный, не имеющий) руки или рук;
*bezrudjь:	безружъ, бледность лица;
*bezrydlъ:	безрил, прозвище человека с тонкими губами;
*bezsilьnъ(jь):	бессильный, слабый, не могущий одолеть кого или что;
*bezskridlъjь:	бескрылый;
*bezsnĕžьnъ(jь):	бесснежный, голая (зима, местность), лишенная снега, малоснежная, скудная снегом;
*bezsormьnъ(jь):	бесстыдный, наглый, распущенный, нахальный, бессрамная, бесстужая (бесстыжая), бесстудная (бесстыдная);
*bezsǫkъjь:	без сучьев;
*bezstraxъjь:	бесстрашный;
*bezstrašьnъ(jь):	бесстрашный, бесстрашно, не знающий страха (боязни), бестрепетный, неробкий, удалой, неустрашимый;
*bezstryjь:	Biezstryi, Biestryi (имя);
*bezstudjь(jь):	бесстыдный, дерзкий, усердный в работе, прилежный, нахальный, стыд, срам, позор, бесчестье;
*bezstudъ:	Bestud (имя);
*bezstudьnъjь:	бесстыдный;
*bezstydьnъ(jь):	бесстыдный, постыдный, нахальный, нестыдливый, не знающий стыда, бессовестный, наглый, позорный, бесчестный, бесстыжий;
*bezsъpnъ:	бессонница;
*bezsъpnъ(jь):	бессонный, бодрствующий;
*bezsъpnь:	бессонница;
*bezsъpnьje:	бессонье, бессонница;
*bezsъpn(ьn)ica:	бессонница, состояние когда не спится, невольное бдение;
*bezsъpnьnъ(jь):	бессонный, неусыпный, лишенный сна, проведенный без сна;
*beztǫžьnъ(jь):	переносимый без жалоб (без труда), беззаботный, беспечный, не испытывающий тоски (стремления);
*bezudьnъ(jь):	увечный, лишенный члена, безудный, бесчленный;
*bezuxъ(jь):	безухий, одноухий, прядильное или ткацкое приспособление, не имеющий уха (ушей, ушка);
*bezujь:	Biezuj, Biezwuj (имя);
*bezukъ:	безук, хороший плотник;
*bezumjь:	неразумный, безумный;
*bezumъ:	безумие, безумный, беспокойный (шаловливый) ребенок, непоседа;
*bezumьje:	безумие, безумье, недостаток или слабость ума;
*bezumьnъ(jь):	безумный, глупый, неразумный, нелепый, малоумный, помешанный, шальной, безрассудный;
*bezušьjь:	безухий, без одного уха;
*bezvertmenьje:	нехорошее положение, недобрый час;
*bezvĕčьje:	увечье, болезненное состояние от недугов или от каких насилий, делающее человека неспособным к работе;
*bezvĕčьnъjь:	увечный, калека, расслабленный, вековечный, бесконечный;
*bezvĕkъ(jь):	вечный, бесконечный по времени;
*bezvĕstъ:	безумный, помешанный;
*bezvĕstь:	неизвестность, неведомые места;
*bezvĕstьnъ(jь):	тайный, неизвестный, безвестный, ничего не говорящий, бессмысленный, неведомый, без вести пропавший, неизвестно где находящийся, никому не известный или незнакомый;
*bezvĕtrъjь:	безветренный;
*bezvinьnъjь:	невинный, невиновный, безвинный, неповинный, непричастный вине, не виноватый в чем;
*bezvodica:	недостаток воды (влаги), безводица;
*bezvodъjь:	безводный;
*bezvodьje:	отсутствие (нехватка, недостаток) воды, безводье, засуха, безводное место, сушь;
*bezvodьnъ(jь):	безводный, засушливый, бедный водой (влагой), лишенный воды;
*bezvolsъ(jь):	безволосый, лысый, плешивый, голый, гладкий;
*bezvolsьnъ:	безволосый;
*bezzorьnъjь:	постыдный, унизительный;
*bezzǫbъ(jь):	беззубый, у кого или у чего нет зубов;
*bezzǫbьnъ(jь):	беззубый;
*bĕda:	страдание, бедствие, надобность, необходимость, принуждение, беда, несчастье, нужда, бедность, незаслуженное обвинение, напраслина, клевета, нищета, нечистый, дьявол, недостаток, скудость, сундук с приданым, горе, печаль, скорбь, опасность, несчастный случай, неприятность, горемыка, несчастный человек, провинность, кошелек, мошна, бес, бесовская сила, нечто страшное;
*bĕditi(sę):	принуждать, уговаривать, убеждать, клеветать, взводить напраслину на кого-либо, ябедничать, винить, думать, несправедливо нападать, доводить до нищеты, мучиться, бедствовать, жить в нужде, бороться, напрягаться, биться, возиться, губить, портить, приводить в досаду, проказничать, шалостью причинять вред, доставлять неприятности или ущерб, воровать, приносить беду кому-либо;
*bĕdьnъ(jь):	бедный, убогий, трудный, опасный, несчастный, жалкий, недобрый, злополучный, скудный, низкий, низменный, болезненный, увечный, неимущий, нищий, в беде (в нужде) находящийся, горестный, тягостный, лишенный достаточных (необходимых) средств для существования, содержащий в себе мало чего-нибудь, имеющий недостаток чего-либо, стоящий недорого, простой, дурной, недобрый, горемычный;
*bĕgačь:	бегун, молодой олень, беглец, гонец, рабочий в шахте (с тележкой, возит на тачке уголь);
*bĕgati:	бегать (туда-сюда), убегать, бежать, избегать, уклоняться, гонять, сбивать с толку, запугивать, гоняться, испытывать половое влечение (о корове), страдать расстройством кишечника, быстро двигаться (преимущественно в разных направлениях, о предметах неодушевленных), (усиленно, ускоренно) ходить, ездить, плыть (под парусом), быстро идти;
*bĕgota:	понос, название кошки в сказке;
*bĕgǫtъjь:	быстрый, бегущий, подвижный, сыпучий (о песке);
*bĕgt'i:	бежать, быстро идти, спешить, стремиться, избегать, течь;
*bĕgunъ:	беглец, бегун, бродяга, парень, скакун, изгнанник, повеса, верхний жернов, вращающийся брус, ось (на которой ходит дверь, ворота), шейный позвонок, подросток, юноша, большая часовая стрелка, приспособление для обучения детей бегу, колышки (колышек, в пороге на которых вращается дверь в хлев), колесо с приводом, гонец, поросенок (который уже бегает, подвижная часть машины (приспособления), ковровая дорожка, трусливый, прыткий на ногах, скороход, мастер бегать, перебежчик, быстро бегающий, извилистый узор, зигзаг, род колбасы, лен, верея, столб (на который прежде навешивались ворота, калитка, дверь);
*bĕgъ:	бег, бегство, побег, ход, нога зайца (серны, собаки, пернатых), быстрое движение, вращение, течение реки, беготня, оборот;
*bĕlasъ(jь):	светлый, голубой, белесый, растение, беловатый, белеющий, лошадь светлой масти;
*bĕlavъ(jь):	беловатый, недостаточно белый, животное (самец, корова) белой масти (или с белой меткой), обезжиренный сыр из сыворотки, мелкое место в море (где песок просвечивает сквозь воду), белый цвет, заболонь (в дереве), водка-первач, белила, отбеливание, побелка, светлобелая струя в воде, голубой, небольшой пруд, белавый, светлый, весьма бледный, избела цветной, белокурый, блондин, белесый, вид сливы;
*bĕlesъjь:	белесый, белёсый, тускло-белый, светловатый (о цвете, освещении), беловатый, белка, лошадь белой масти, изделие из теста, печёная оладья (помазанная повидлом и посыпанная маком или творогом), булочка;
*bĕlĕti(sę):	белеть, выцветать, седеть, бледнеть, отмечать, помечать, белеться, сиять белым цветом, выделяться белизной, становиться белым, казаться белым, рассветать;
*bĕlica:	белая овца, (речная, белая, мелкая, пресноводная) рыба (уклейка, елец), сорт пшеницы, черешня (слива) светлого (белого) цвета (плод и дерево), белая крупная ягода, растение белой окраски, животное белой масти, пшеница, яблоня, белая овца без пятен, вид земли, вид картофеля, вид шелковицы, сорт яблок, вид вышивки на белой основе, желтоватая слива, белая коза, вид куницы, вид ужа, мужская конопля, сорт груш, яйцо, свинцовые белила, белая верба, женщина со светлой кожей, корова светлой масти, сладкая белая вишня, белая глина, белая краска, белка, беличья шкурка (шкура), часть растущего дерева между корой и сердцевиной, заболонь, знахарка, колдунья, белое просо, меловая почва, белая глина;
*bĕlidlo:	белила (косметические), белая (минеральная) краска (для малярных работ, живописи), место на реке где отбеливают полотно (для отбеливания полотна, ткани, пряжи), белок, пудра, побелка, отбеливание, средство для беления (отбелки), белильная известь, косметическое средство (притирание для придания белизны лицу), девичник, чем можно белить (убелять);
*bĕlika:	горная береза, заболонь, слой дерева между корой и сердцевиной, беловатый плод (яблоко, черешня, слива), бузина, вид черешни (сливы), сорт яблок;
*bĕlikъ:	древесина между корой и сердцевиной, заболонь (дерева, у дуба), почка инжира, вид дуба, бельмо, белок яйца, огородная новь (место вновь назначенное под огород), поля (почва которых состоит из смешения глины с известью), стальной двуручный резец для очистки кож, самец белки;
*bĕlina:	белизна, сало (свиньи), вид шерстяного одеяла, белый цвет, белье, белое полотно, белое тело, белое мясо (у курицы), заболонь в дереве (древесине), беловатый плод, седина, сорт (белого) винограда, сивуха, свинцовые белила, бельмо, жирная (белая) земля, белое пятно, поповник (трава), белая овца (коза), белый холст, белая краска, белила, жерех;
*bĕliti:	белить (обычно известкой, полотно на солнце), очищать от кожи (коры, кожуры), чистить, шелушить (кукурузные початки), отбеливать (полотно, ткань), отделять, лущить, красить белилами, приукрашивать, раскалять, приправлять, сдобрять жиром, обдирать, лупить, снимать (кожу), чистить, стирать (белье), делать белым (подвергая особой обработке), говорить о ком-либо хорошо (с похвалой), окрашивать в белый цвет, убелять (умывая), лудить, свежевать;
*bĕlivo:	белое полотно, белье, молочные продукты, яйца, бельмо, глаукома, вещь подвергаемая белению, беление, белила;
*bĕlizna:	белизна, лесная поляна с хорошей травой, белок глаза, растение беловатого цвета, белая плева, белье, кожура (с фруктов), лыко, очищенная до белизны палочка, заболонь (в дереве), название разных мелких рыб (тарах, жерех, шереспер, язь), белый цвет, белок;
*bĕloba:	белизна, белый цвет, свинцовые белила, светлая окраска, белая краска, белила;
*bĕlobоkъ(jь):	скотина (у которой белая растительность в паху), имеющий белую окраску в паху, белобокий, белобокая (корова), с белыми боками;
*bĕlobordъ(jь)	белобородый (старец), седобородый, растение, с белой бородой;
*bĕlobrъvъjь:	белобровый, с русыми бровями;
*bĕlogolvъ(jь):	белоголовый, светловолосый, седоволосый, седоголовый, светлоголовый, седовласый, белоголовая утка, белоголовый белохвостик, растение, род ягод, пень (покрытый снегом как шапкой), с русой или седой головой;
*bĕlogǫzъ/*bĕlogǫza:	с белым задом, вид птицы, птица, каменка;
*bĕlogrivъ(jь):	белогривый, с седой гривой, со светлой гривой, светловолосый, белогривая (лошадь), с белой гривой;
*bĕlogъrdlъ(jь):	с белым горлом, белошеий, белогорлый;
*bĕloxvostъ(jь):	название птицы, белохвостый (бычок, беркут), птица, с белым хвостом;
*bĕlojьka:	мужская конопля (без семян), белая пшеница, белолицая и светловолосая жешцина, стебель цветущей конопли, вид (сорт скороспелой) конопли, животное белой масти;
*bĕloklenь:	'Acer campestre';
*bĕlokridlъ(jь):	белокрылый, снабженный белыми крыльями, птица (насекомое) с белыми крыльями;
*bĕlokvetъ(jь):	белый, белого цвета, нарцисс, с белыми цветами, растение (сорное с мелкими белыми цветочками с резким запахом, растущее по дорогам, на пустырях);
*bĕlolicьjь:	белолицый, у кого белое (чистое) лицо, с белым лицом;
*bĕlolikъ:	белолицый;
*bĕlolistъ(jь):	белолистый, с белыми листьями;
*bĕlonogъ(jь):	белоногий, растение, у кого белая нога (ноги);
*bĕloоkъ(jь):	с белыми кругами вокруг глаз (о животных, птицах), белоглазый, светлоглазый, рыба;
*bĕloǫsъ(jь):	белоусый, у кого белые (светлые) усы, прозвище человека с белыми волосами, с белыми (светлыми) усами;
*bĕloperъ(jь):	белоперый, птица с белым оперением, рыба с белыми плавниками, белоперая птица, стрела с белым оперением;
*bĕlopьrsъjь:	белогрудый;
*bĕlopьrsьnъ:	белогрудый;
*bĕlorępъ:	белохвостый;
*bĕloritъkа:	птица (с белым оперением на хвосте), название птицы, белый песочник, скакун;
*bĕloritъkъ:	название птицы;
*bĕloritь/ъ:	птица с белым хвостовым оперением, дроздовидная птица, птица из семейства соколиных;
*bĕlorǫkъ(jь):	белорукий, у кого белые руки;
*bĕlorunъ:	белорунный, с белым руном (белой шерстью);
*bĕlostь:	белизна, чистота, белый цвет, состояние (сущность, свойство) белого;
*bĕlosъrstъjь:	белошерстный;
*bĕlošь:	мужское имя, название потока, название горы, для обозначения объектов (существ) белого цвета (белой масти), белый камень, белый конь, ход рыбы стаей во время нереста, белки глаз, глаза, порода белых круглых слив, кофе с молоком;
*bĕlota:	белизна, белый предмет, животное (самец) белой масти, кличка, мужское имя, белый цвет, белота;
*bĕlotja:	белизна, белый цвет;
*bĕlotokъ:	бели, название женской болезни;
*bĕlovĕža:	название селения, деревня;
*Bĕlovoldъ:	Бѣловолодъ (имя);
*bĕlovolsъ(jь):	беловолосый, светловолосый, седоволосый, ковыль;
*bĕlozorъ(jь):	растение, птица (поющая на заре), белый сокол, имеющий светлые глаза;
*bĕlozǫbъ(jь):	белозубый, у кого белые зубы;
*bĕlǫda:	белая корова (овца), белая слива, глаза;
*bĕlǫga/*bĕlǫgъ:	белуга (самая огромная рыба Черного и Каспийского морей и устьев больших рек, млекопитающее из породы дельфиновых), белая свинья, название разных животных белой масти, сорная трава, вид сорняка (травы) которая растет на посевах, белый кабан, чайка, серовато-белая неплодородная почва, подзол, вода с примесью подзола, верхний слой земли, жерех;
*bĕlǫtъ/*bĕlǫta:	вид крупнозернистого кварца белого цвета, глазной белок, доска из чистого (здорового) дерева, растение, белила;
*bĕlǫtъkъ:	вид крупнозернистого кварца белого цвета, глазной белок, глаза;
*bĕluxa:	белая корова (коза, овца), блондинка, песчаная почва, мягкий белый камень, растение семейства сложноцветных, кошачья лапка двудомная, человек с очень светлыми волосами, белобрысый (белый) человек, белолицая (белая как снег) женщина, белуха;
*bĕluša:	кличка белой коровы (козы), сорт самого белого винограда (белых слив), глинисто-известняковая почва, теленок, собачья кличка, женщина легкого поведения, белая корова, блондинка;
*bĕlušь:	вид спаржи, конь белой масти, серебряная монетка, белый хлеб, блондин, лошадь (собака) светлой масти, белый (серый) конь, булочка;
*bĕlъgordъ:	Белград, Belohrad, Белгород;
*bĕlъ(jь):	белый, прозрачный, чистый, белки глаз, седой, бельмо, светлый, ясный, мелкая монета, имеющий цвет снега (молока, мела), молочные продукты, алебастр (известь, мел) растертые в порошок для беления комнат (печей), соль, рассвет, раннее утро;
*bĕlъka:	мелкое лесное животное куница, белка, животное ласка, белая овца, (яичный) белок, очищенный кусок,  вид речной рыбы, хищный лесной зверек, название животного, белок (глаза), белая курица, вид (пресноводной) рыбы, самка животного белой масти (с белой меткой, овца, кобыла, сука, кошка, корова, коза, курица, гусыня), вид ласточки, птица, рыба (пресноводная), белая (платяная) вошь, фрукты белого цвета, светловолосая женщина, вид верхней мужской одежды, серебряная монета, сорт груши (сливы), вид конопли, сорт белого мелкого винограда, бельмо, белая куропатка, сорт яблок (груш), белый хлеб, белая (женщина, корова, лошадь), вид белых мелких мучных изделий, белая мука, сорт ранней черешни, женщина (замужняя), булка, коврига, сова, лосось женского пола, насекомое, маленький зверек из отряда грызунов, беличья шкурка, растение;
*bĕlъkъ:	белок (яичный, в яйце, глазной), белый кремнистый камень, кварц, заболонь в древесине, сосна, бельмо, светловолосый парень, животное (лошадь, собака) светлой масти, густая и клейкая прозрачная жидкость в яйце, мучнистая часть всякого семени, болезнь дерева, бель, растение анемон, гора (вершина которой покрыта вечным снегом), гребень волны (покрытый белой пеной), мел (которым пишут, белят), мышьяк (используемый как лекарственное вещество или отрава), белый край в дубовой доске, растение семейства сложноцветных, мелкостойник едкий, приспособление для мятья кож (состоящее из полукруглого бруска с двумя перпендикулярно укрепленными в нем досками), белая часть лимонной кожуры;
*bĕlyni:	белизна, обширная прогалина, большой и сухой луг среди леса;
*bĕlyšь:	рыба, растение с белыми цветами, хлопчатобумажная ткань, лось, белок яйца;
*bĕlь:	одеяло из овечьей шерсти, заболонь (в дереве, древесине), шерстяное одеяло, толстое шерстяное покрывало, бельмо (на глазу), мучнистая роса, (свинцовые) белила, побелка, отбеливание, (белая) мука, белок, (животный, несоленый) жир (в сале), белый цвет, белизна, лучшая пшеничная (ржаная) мука, подбел, топленое свиное сало, подкожное сало (свиньи), белая древесина под корой, (мелкая частиковая) рыба (кроме осетровой), что-либо белое, мякоть, болото (покрытое мохом, на котором не растет ничего кроме моха), белая одежда, белое поле, главный цвет ткани, белило, белая вещь (или подвергаемая белению), белая краска, выбеленная льняная пряжа, сорт северных летних яблок (белый налив), слизистые или гнойные выделения, белый гребень волны, белая ткань, белые нитки (для шитья), часть дерева (следующая непосредственно за корой), белизна, полотно, (льняная домашнего прядения) отбеленная пряжа (используемая в качестве утка при узорном тканье), белая фабричная пряжа (идущая на уток при узорном тканье);
*bĕlьсе:	белок (в яйце, яйца);
*bĕlьсь:	водяная птица, шерстяное одеяло, (белая) лошадь, белок (в яйце, яичный), белый (человек, вол, конь), жеребец белой масти, белый мрамор, длинное зимнее одеяло из толегой белой шерсти, альбинос, белобрысый, таракан-прусак, сорт яблок, бельмо, заболонь (в древесине), сопля, беленый холст, холст для просушки зерна, монета, отбельщик, трава;
*bĕlьje:	бельё (все что обычно в домашнем хозяйстве делается из белой ткани, холста, полотна, камчатки или бранины, бумажных тканей, но вообще белое, и для стирки), белая краска, собачий помет (идущий на выделку кож средних веков), белила;
*bĕlьmĕjь:	пучеглазый мужчина;
*bĕlьmо:	бельмо, названии дерева, сорт белого винограда, белок (глаза, на глазу), умопомрачение, белизна, белое пятно, обман, (черная) белена, ива, бель, мязга, стойкое неспособное к просветлению помутнение роговой оболочки глаза, катаракт;
*bĕlьsko/*bĕlbskъ:	Белско, Belsko, Bielsko, Bilsko, Bielsk, Bielsko, Бѣлъскъ (неоднократно в качестве названий городов с раннего времени);
*bĕni?/*bĕnъky:	мотовило, сновальня, мялка, приспособление для тканья полотна или обработки льна, накладка на телегу (сделанная вроде санок, служит для перевозки сена, соломы);
*bĕsĕti:	бесеть, заболевать бешенством, сходить с ума, сердиться, неистовствовать, шалить, резвиться без меры;
*bĕsiti(sę):	бесноваться, неистовствоват, беситься, кичиться, раздражать, сходить с ума, кипеть от злости, сердиться, гневаться, быть в раздражении (в ярости), безудержно резвиться, шумно шалить, (о животных) заболевать бешенством (водобоязнью);
*bĕsovati:	период течки у собак (волков), шалить, куролесить, предаваться разврату, неистовствовать, спариваться (о собаках, волках), быть в исступлении (в бешенстве);
*bĕsъ:	бес, злой дух, демон, (дикая) ярость, злоба, смертельное заболевание животных (собак), бешенство (у животных, болезнь), черт, буйный нрав, шалость, юный возраст, буйство, нечистый, дьявол, о буйстве стихий, о душевном исступлении, (в христианских религиозных представлениях) дух тьмы (мрака, соблазняющий человека или причиняющий ему зло);
*bĕsьnĕti:	неистовствовать, сходить с ума, шалить, блажить, возиться, куролесить, проказничать, повесничать, беситься (о собаках, кошках), буйствовать, беситься, волноваться, бушевать;
*bĕsьnovati:	сходить с ума, впадать в бешенство, беситься, буйствовать;
*bĕsьnъ(jь):	неистовый, бешеный, разъяренный, буйный, взбесившийся, злой, взбешенный, распущенный, разнузданный, распоясавшийся, надменный, сумасшедший, горячий, пугливый (о коне), шальной, бесноватый, неспокойный, падучая болезнь, родимец (конвульсивные болезни, приписываемые суеверами бесовскому наваждению);
*bĕžajь:	бег;
*bĕžan(in)ъ:	беглец, бегун, трус;
*bĕžati:	бежать, убегать, избегать, течь, страдать от поноса, быстро двигаться в каком-либо направлении, стремительно направляться куда-либо, литься непрерывной струей (потоком), спасаться бегством вообще, ехать;
*bĕžika:	бегун;
*bĕžь/*bĕža:	бегство, стечение (народа), бег, движение бегом, беглый народ, бродяги, побежка (походка) лошади, аллюр, способ (характер) бега животного, укрытие, убежище;
*bĕžьсь:	беглец, (о животных) бегун, гонец;
*bĕžьlivъ:	быстрый, подвижный, беглый;
*bĕžьnъ(jь):	кратковременный, преходящий, бегучий, беглый, мимолетный, обычный, текучий, подвижный, привычный,  избегающий чего-либо, крыло невода (которое заносится в глубь воды), сторона невода (которую забрасывают заводом);
*bičь:	бич, плетка, (кожаная, ременная, веревочная) плеть (которой погоняют скотину), коса (из женских волос), кнут, произвольная мера длины, колотушка, (било, короткая часть, молотильного) цепа (которою молотят), длинная плеть из мелко свитых ремней или веревок, часть сукновального песта (при помощи которой он поднимается);
*bidlo:	гребень горы, горный хребет (с отрогами), конек крыши, маковица, маковка, овершье (о копне), верхняя продольная балка крыши, вершина горы (холма), верхушка копны, балка отделяющая жилую часть сельского дома от помещения для скота, крыша, перекрытие, перекладина грабель, артерия, клепало, механизм боя (часов), часть ткацкого станка, вешалка для одежды, жердь, насест, набилки, (дверной) косяк, бердо, брус в бороне (усаженный гвоздями), круглый брусок (облучок, крылья, отводы) в санях (предназначенные чтобы сани не опрокидывались), доска (в которую били для созывания в церковь или в трапезу, для оглашения молитв и для прочих надобностей в монастырях, употребляемая вместо колокола в монастырях), ударяющее орудие, пест, молоток (которым натягивают струны), клепало,  верхняя перекладина в ткацком станке (в решетчатой спинке кровати, в воротах), продольное боковое бревно в дверях от сарая (скрепляющее другие части дверей), в самодельной мялке трехгранная гладковыстроганная подвижная палка (при помощи которой мнут, треплют стебли пеньки, конопли), пест (которым толкут соль или перец), палка (которой обивают кукурузу);
*bidlьce:	палка, жердь, продольные бруски у бороны, деталь ткацкого станка (служащая для сбивания ниток), дощечки у саней (к которым привязывают верх, кибитку), чем бряцают на струнах, перила, (у люльки) рама, (у кровати, стула) спинка, края колыбели (скамьи, на которые опираются локтями), било, короткая часть цепа (которою молотят);
*bidlьnъ/*bidlьna:	что бьет или чем бьют, короткая палка цепа (связанная ременным приузом с держалкою), бич, битчик, приузень, киек, батог, навязень, висяга, ботало, колокольный язык, било, доска и колотушка или молоток ночных сторожей, клепало, верхняя челюсть мялицы, мялки для трепки пеньки и льна, пест, кий, чекмарь (в деревянной ступе), маслобойный снаряд, жом, гнет, пресс, облучок на санях, рама у кроснов (ткацкого стана, в которую вставляется бердо);
*bijakъ:	молотило (часть цепа, которой бьют по снопам), било, подвижная (более короткая) часть (молотильного) цепа (которою молотят), драчун, забияка, часть мельничного устройства;
*bijьca/*bijьсь:	драчун, буян, глашатай, пристав;
*birъ:	подать (в пользу священника или монастыря), налог, сбор в пользу священника (господина с каждого бракосочетания);
*bitelь:	кто бьет, чеканщик;
*biti:	бить (струей), ударять, убивать, биться (о сердце), драться, бороться, разрушать, уничтожать, колотить, ударяться, вламываться, вторгаться, молотить, наносить удары, звонить, умерщвлять, поражать (на охоте животных, птиц), наносить поражение, побеждать (на войне), раздроблять, дробить, с силой вырываться (о струе), ковать, лягать, вколачивать, (о рыбе) нерестовать;
*bitva:	битва, сражение, бой, борьба, драка, схватка, брань в больших размерах (где дерутся целые армии, полчища, ополчения), возня, суета, беспокойство, хлопоты, мученье, бойкий ребенок, побои;
*bitъ:	жердь, перекладина, рея, удар, драка;
*bitъka:	битва (крупных воинских сил), сражение, драка, нерест (рыб), стычка, бой, схватка (двоих или нескольких человек), физическое наказание, трепка, борьба, бой, свинец (вытянутый в прут по калибру ружья), кличка собаки, берестяная конусообразная корзина для собирания грибов, игральная кость из ступни животного, разбитое яйцо, битье, удар в игре латка, шило (которое отыскивают друг у друга играющие в игру шила бити), терниця (но с более широкой щелью для мечика), небольшая твердая плитка (которой дети играют в «классы»), приспособление для обработки пряжи;
*bitьcь:	борец, боец, драчун, забияка, било у цепа, каменоломщик;
*bitьje:	бой, драка, битье, механизм часового боя, удары, стук, избиение, стрельба, сражение, битва, побои, битьё, ударение, колоченье, битье;
*bitьnъ(jь):	боевой, связанный с битвой, доблестный, бравый, разбитной, битье, кнут, бич, каравай;
*bivojь:	Bivoj (имя);
*bivьсь/*bivьса:	буян, кто бьет, убивает, бьющий (игрок по мячу);
*blaznĕti:	сходить с ума, безумствовать, быть не в своем уме, быть душевнобольным, вести себя безрассудно, чудиться, мерещиться, представляться;
